total_area,no_of_bed_room,no_of_bath_room,city,tiles,rent_tk,balcony
954.07,1,1,lakshmipur city,yes,17323.74,0
1001.9,3,1,lakshmipur city,yes,18250.9,1
1316.67,3,1,raipur city,yes,22153.61,1
1564.09,4,3,noakhali city,yes,30000.0,4
976.89,2,2,raipur city,yes,16742.83,0
781.17,1,1,raipur city,yes,13771.93,1
886.28,1,1,lakshmipur city,yes,12918.88,0
850.24,2,1,raipur city,yes,12686.39,0
1484.31,4,4,noakhali city,yes,30000.0,3
1100.24,2,1,raipur city,no,17164.55,0
1017.08,2,2,feni city,yes,20830.66,0
970.32,2,1,noakhali city,yes,23372.92,1
1268.87,3,2,lakshmipur city,yes,25529.33,3
1495.43,4,1,raipur city,yes,25198.4,0
1099.75,2,1,noakhali city,yes,27634.45,2
920.85,2,1,raipur city,yes,14774.52,1
1531.51,4,2,feni city,yes,29783.76,4
767.27,2,1,raipur city,yes,15576.55,1
720.97,1,1,raipur city,yes,8783.03,0
872.18,1,1,feni city,no,11726.7,0
1177.64,2,2,lakshmipur city,yes,24476.75,0
1108.12,3,2,raipur city,yes,23259.52,2
884.99,2,2,lakshmipur city,no,16119.45,1
1517.19,3,2,feni city,yes,26899.66,1
1068.11,3,1,raipur city,yes,16896.22,2
676.62,1,1,noakhali city,yes,15489.99,1
953.79,3,1,lakshmipur city,yes,23527.46,2
1194.59,3,3,lakshmipur city,no,26267.16,3
1152.99,3,1,feni city,yes,23606.41,2
887.96,1,1,feni city,yes,13727.78,1
1228.05,3,3,feni city,no,21196.74,2
782.31,1,1,raipur city,yes,10951.01,1
1128.36,2,2,lakshmipur city,yes,21166.44,2
946.09,2,1,raipur city,yes,11673.8,0
1285.07,4,4,feni city,yes,28198.94,1
826.19,2,2,noakhali city,yes,18888.02,2
1612.56,4,4,raipur city,no,30000.0,1
1085.2,3,2,raipur city,yes,20190.8,2
1295.35,4,1,lakshmipur city,no,26676.2,4
1442.01,5,1,noakhali city,yes,30000.0,5
940.16,2,1,raipur city,yes,17053.5,1
1215.32,3,2,lakshmipur city,no,30000.0,3
1172.62,3,1,lakshmipur city,no,19187.03,1
1626.46,4,2,noakhali city,yes,30000.0,0
839.11,1,1,feni city,yes,13643.31,1
1010.65,2,1,raipur city,yes,14531.22,1
1491.61,3,2,lakshmipur city,yes,23486.2,0
1246.68,3,2,feni city,no,21611.39,1
1103.15,2,2,lakshmipur city,yes,18117.07,1
860.81,2,2,raipur city,yes,16529.51,0
1159.36,3,1,raipur city,yes,17619.85,0
1374.27,3,1,lakshmipur city,yes,25519.47,1
959.88,2,2,raipur city,yes,16172.38,2
1399.26,4,2,lakshmipur city,no,30000.0,1
1460.74,4,4,lakshmipur city,yes,30000.0,2
1327.88,3,3,lakshmipur city,no,27189.12,0
1295.97,4,3,noakhali city,yes,30000.0,0
825.01,2,1,noakhali city,yes,15102.98,0
1301.46,3,1,noakhali city,no,30000.0,3
1334.49,3,3,feni city,yes,30000.0,2
1105.8,3,3,lakshmipur city,no,29703.97,1
1088.91,2,1,raipur city,yes,17353.71,1
1037.43,3,3,raipur city,no,23713.86,3
701.09,1,1,raipur city,no,10290.6,1
1090.05,2,2,lakshmipur city,no,21422.17,1
972.16,2,2,lakshmipur city,yes,22477.73,1
1164.35,3,1,raipur city,yes,18701.19,0
876.6,2,2,noakhali city,yes,22464.05,0
732.77,1,1,feni city,no,8972.66,0
1162.17,3,3,raipur city,yes,22585.93,0
1145.59,3,2,raipur city,no,20623.04,3
1324.58,4,1,raipur city,no,21777.43,4
1441.77,5,2,noakhali city,yes,30000.0,3
1275.81,4,4,raipur city,yes,24483.97,2
1364.71,3,3,noakhali city,yes,24164.88,0
1215.43,2,2,feni city,no,19820.11,2
1000.08,2,2,noakhali city,yes,26606.1,2
1311.54,4,1,feni city,no,21510.45,4
1018.98,3,2,raipur city,no,17851.29,0
1087.08,2,2,lakshmipur city,yes,19696.19,1
990.43,2,2,noakhali city,yes,23698.07,0
1302.13,3,3,lakshmipur city,yes,23756.94,2
792.42,2,1,noakhali city,yes,21921.76,1
1360.4,4,4,lakshmipur city,no,30000.0,3
1223.29,2,2,raipur city,yes,16063.37,0
1226.94,3,2,feni city,no,26857.44,3
1170.27,3,3,feni city,no,28102.94,3
1536.96,4,1,raipur city,yes,27840.29,0
1260.72,3,3,raipur city,yes,23332.93,2
617.11,1,1,feni city,yes,8813.38,0
1274.99,4,1,lakshmipur city,yes,25888.05,4
1475.21,3,3,feni city,yes,21216.02,0
1214.53,3,2,lakshmipur city,yes,24557.59,2
1194.94,4,4,raipur city,no,28419.83,4
1139.15,2,2,raipur city,no,17195.31,0
1017.7,2,1,raipur city,yes,16047.29,0
1297.22,4,2,raipur city,yes,19580.99,1
894.05,2,2,lakshmipur city,yes,17423.89,1
893.01,2,1,noakhali city,yes,17362.51,2
1456.34,4,1,feni city,no,21446.46,1
879.67,2,1,noakhali city,yes,22538.0,1
837.67,2,1,raipur city,no,12577.2,0
1186.23,3,2,lakshmipur city,yes,26252.82,2
1277.12,3,3,lakshmipur city,no,23914.56,0
1251.74,2,1,feni city,no,15252.88,0
824.15,1,1,feni city,yes,12949.32,0
1231.8,3,1,noakhali city,no,23605.77,0
617.82,1,1,noakhali city,yes,14280.31,0
1217.54,3,2,raipur city,no,20538.43,1
869.21,1,1,raipur city,no,12379.8,0
774.96,2,2,noakhali city,no,20083.28,2
1039.74,2,1,feni city,no,20748.79,2
1259.58,3,3,lakshmipur city,yes,30000.0,3
724.71,2,1,feni city,yes,12325.34,1
730.69,1,1,lakshmipur city,yes,14812.52,1
883.43,3,3,raipur city,yes,23763.54,2
976.56,2,1,lakshmipur city,yes,17832.94,0
1292.68,3,2,raipur city,yes,21200.63,1
1497.85,4,3,feni city,yes,30000.0,4
1053.09,2,1,noakhali city,yes,19466.6,0
1301.62,5,2,noakhali city,no,30000.0,5
1302.32,3,1,noakhali city,yes,22326.92,0
1214.45,2,2,feni city,yes,17822.62,2
986.48,3,1,lakshmipur city,yes,16898.74,0
703.96,2,2,noakhali city,yes,15737.26,0
1092.89,2,2,lakshmipur city,yes,20927.69,1
1830.07,4,4,lakshmipur city,no,30000.0,2
1056.83,2,2,feni city,yes,17995.47,2
834.59,2,2,lakshmipur city,yes,20924.34,1
1193.51,3,1,feni city,yes,21573.2,2
1207.02,3,3,lakshmipur city,yes,27285.38,1
818.53,3,1,feni city,yes,15832.71,1
1078.91,1,1,noakhali city,yes,18109.96,1
726.72,1,1,noakhali city,yes,14353.3,1
959.2,3,2,noakhali city,yes,24048.79,3
1291.07,3,1,raipur city,yes,19624.57,2
764.59,2,1,feni city,no,14755.11,0
1431.0,3,3,feni city,no,27698.02,0
1235.14,3,2,noakhali city,yes,27494.0,3
1437.14,4,2,raipur city,yes,25920.48,0
1463.9,4,1,noakhali city,no,30000.0,3
661.91,1,1,feni city,yes,11439.05,1
1504.43,5,3,lakshmipur city,no,30000.0,2
1079.84,3,1,raipur city,yes,20225.57,3
1460.0,2,1,raipur city,yes,18885.32,0
766.51,1,1,lakshmipur city,yes,12084.66,0
1155.65,2,1,raipur city,no,15504.84,1
876.31,1,1,raipur city,yes,15098.87,1
1191.86,2,2,raipur city,yes,15741.17,0
1150.1,3,1,feni city,no,22032.31,0
1185.2,3,2,noakhali city,yes,28099.46,3
1146.96,3,2,raipur city,yes,19259.42,3
970.68,2,1,raipur city,no,13874.99,2
1019.08,2,2,feni city,yes,15863.38,1
1016.25,2,2,feni city,yes,22257.05,1
1152.9,2,2,lakshmipur city,yes,23541.04,1
1314.11,3,3,noakhali city,yes,30000.0,1
1202.76,3,2,raipur city,yes,22673.46,2
1090.6,3,1,feni city,yes,18661.84,2
826.39,2,2,noakhali city,yes,19522.84,1
1234.64,3,3,noakhali city,yes,25230.5,2
1224.09,3,3,feni city,yes,25202.47,1
1214.88,2,2,raipur city,no,16164.82,0
1151.33,2,1,lakshmipur city,yes,18169.87,2
920.24,2,2,lakshmipur city,yes,19292.95,2
1436.39,5,2,raipur city,yes,28522.19,4
893.1,2,1,raipur city,no,11415.54,0
1468.09,4,1,feni city,yes,27722.42,4
1414.7,3,1,feni city,no,21864.89,1
1534.42,3,1,lakshmipur city,no,25885.63,0
1282.48,3,3,lakshmipur city,yes,30000.0,2
901.63,2,1,feni city,no,15199.9,0
1214.13,2,2,lakshmipur city,yes,24685.34,1
973.2,3,2,lakshmipur city,no,21436.79,2
1246.9,3,2,lakshmipur city,no,26765.13,2
1342.56,4,2,noakhali city,yes,30000.0,0
1578.5,4,2,feni city,yes,26386.86,1
1238.7,2,2,feni city,yes,22451.76,0
1321.53,3,3,lakshmipur city,yes,25030.96,0
1169.2,3,3,feni city,no,17979.1,0
1081.85,3,3,lakshmipur city,no,26562.07,1
956.15,2,2,raipur city,yes,20766.38,2
1068.01,3,2,raipur city,no,20780.49,2
829.25,1,1,noakhali city,yes,18084.97,1
847.5,2,1,feni city,yes,16268.81,0
1421.27,3,1,feni city,no,26687.59,1
1011.33,1,1,lakshmipur city,no,18206.04,1
1118.82,3,3,lakshmipur city,yes,21828.64,2
1186.17,2,2,raipur city,no,18620.31,2
1484.56,4,2,noakhali city,yes,30000.0,4
986.03,1,1,feni city,yes,12544.97,0
890.6,1,1,lakshmipur city,yes,15765.87,0
1194.84,4,1,lakshmipur city,no,28409.94,3
738.14,2,2,lakshmipur city,no,14075.81,0
795.8,2,1,lakshmipur city,yes,14653.76,1
1033.17,3,3,noakhali city,no,23456.89,0
1299.8,4,2,feni city,no,23690.08,0
1559.56,5,1,lakshmipur city,yes,30000.0,4
1331.32,4,3,raipur city,yes,24239.23,1
1505.76,5,1,raipur city,yes,25662.15,3
859.09,1,1,lakshmipur city,no,13137.62,1
1470.55,5,3,raipur city,yes,28485.34,5
1038.33,2,2,raipur city,yes,20072.57,2
704.69,2,2,raipur city,no,17307.96,2
1090.06,2,2,feni city,yes,19096.06,0
1204.28,4,2,feni city,yes,26485.87,2
963.69,2,2,lakshmipur city,yes,23727.85,1
1076.21,3,3,lakshmipur city,yes,26790.53,3
976.62,2,2,raipur city,no,13396.87,1
1367.74,2,2,noakhali city,no,27470.97,1
1177.69,3,1,feni city,yes,20514.94,2
1178.05,3,2,raipur city,yes,22181.72,2
1030.22,2,2,noakhali city,no,17819.09,1
1208.08,2,1,noakhali city,no,21592.52,2
1436.6,4,1,feni city,yes,22103.78,1
1323.23,4,4,feni city,no,23589.66,0
1311.01,3,2,noakhali city,yes,30000.0,2
1497.36,4,2,lakshmipur city,yes,30000.0,4
946.26,2,1,feni city,yes,16261.26,2
1045.66,3,1,lakshmipur city,yes,19941.99,3
1335.91,3,3,lakshmipur city,yes,30000.0,2
1080.6,2,2,raipur city,no,16682.02,0
1360.03,3,2,feni city,no,25461.97,1
1042.61,3,2,raipur city,yes,22807.48,1
1259.54,3,2,raipur city,yes,19365.84,3
1258.91,3,2,raipur city,yes,24265.07,3
947.74,2,1,raipur city,yes,16208.9,0
1128.28,2,1,noakhali city,yes,20544.48,1
1279.71,4,1,lakshmipur city,yes,27403.1,0
1020.21,2,2,raipur city,yes,14077.23,1
636.97,2,2,feni city,no,13624.75,1
1122.28,3,1,noakhali city,yes,26061.95,2
803.54,1,1,lakshmipur city,yes,13670.17,1
1005.68,2,2,raipur city,yes,18748.63,1
842.83,1,1,raipur city,yes,12139.85,1
1370.98,4,3,noakhali city,yes,30000.0,2
933.08,2,2,lakshmipur city,yes,17070.83,0
1068.11,2,2,feni city,yes,23216.28,1
1040.12,3,3,raipur city,yes,19572.01,1
1041.05,2,2,noakhali city,yes,22189.32,0
1189.19,3,1,lakshmipur city,yes,25909.75,1
1206.11,2,1,lakshmipur city,yes,17613.38,1
916.1,2,1,lakshmipur city,yes,18474.13,1
973.85,3,3,lakshmipur city,yes,26377.47,3
986.07,2,2,noakhali city,yes,24299.26,1
1049.96,3,3,raipur city,yes,23401.66,1
866.04,2,1,noakhali city,no,17284.84,0
1525.55,5,1,raipur city,yes,30000.0,5
803.3,3,3,lakshmipur city,no,19684.13,2
661.93,2,2,raipur city,yes,13957.37,0
1308.75,3,3,feni city,no,30000.0,3
1589.41,5,4,raipur city,yes,30000.0,3
1374.08,4,3,lakshmipur city,no,28183.46,0
1159.74,3,1,feni city,yes,18999.96,0
986.82,3,1,raipur city,yes,19907.09,3
1103.2,3,3,feni city,yes,27277.47,2
1176.63,3,1,feni city,yes,19046.31,1
1541.01,3,2,noakhali city,yes,30000.0,3
1282.98,3,1,feni city,yes,22459.18,2
1264.56,2,2,lakshmipur city,yes,28104.94,1
801.34,2,1,noakhali city,no,16046.06,2
1655.33,5,2,noakhali city,yes,30000.0,2
1088.3,2,2,raipur city,yes,20424.2,1
1090.39,2,1,raipur city,no,17602.7,1
1022.31,2,1,feni city,yes,18166.54,1
783.33,1,1,noakhali city,yes,14003.44,1
1202.97,3,2,lakshmipur city,yes,24808.91,1
1489.74,4,2,feni city,yes,25324.97,3
834.48,1,1,lakshmipur city,yes,15298.33,1
948.45,2,2,feni city,yes,15990.78,2
951.54,3,2,raipur city,yes,21817.95,1
1276.73,4,3,raipur city,yes,22828.6,3
585.58,1,1,raipur city,yes,8525.36,0
932.38,2,2,feni city,yes,20436.22,2
1316.38,3,1,feni city,yes,23099.82,1
749.85,1,1,lakshmipur city,yes,10653.95,0
1527.04,5,2,feni city,yes,28234.59,1
1032.63,3,1,lakshmipur city,no,20355.25,0
1118.65,2,1,feni city,yes,22220.62,2
1258.15,3,3,lakshmipur city,no,27064.78,3
1093.75,2,1,lakshmipur city,yes,18205.38,0
935.8,2,1,noakhali city,yes,20230.81,1
709.59,1,1,noakhali city,no,12557.72,0
1201.36,2,1,noakhali city,yes,21040.09,2
846.63,2,2,feni city,yes,18532.78,0
837.06,2,2,lakshmipur city,yes,18835.89,2
1233.33,3,2,feni city,yes,23816.47,0
1258.03,3,3,lakshmipur city,no,22062.68,0
1222.27,3,3,lakshmipur city,no,30000.0,3
1256.85,3,1,noakhali city,yes,26879.16,0
1218.17,3,3,noakhali city,no,30000.0,2
1264.86,3,1,noakhali city,yes,22102.64,0
1184.99,3,1,noakhali city,yes,24750.9,1
1160.55,2,1,feni city,yes,19304.27,1
1353.84,4,3,feni city,yes,28910.87,0
1100.41,2,2,noakhali city,no,19915.08,1
1195.54,4,1,lakshmipur city,yes,28107.61,1
1014.97,2,2,noakhali city,no,19608.05,1
910.89,3,1,feni city,no,19468.1,3
770.79,1,1,noakhali city,yes,14035.71,0
1609.09,5,2,feni city,yes,30000.0,3
800.93,2,1,raipur city,yes,,0
1160.63,3,3,raipur city,no,19909.37,3
1285.8,3,3,lakshmipur city,yes,25011.11,0
766.87,2,1,noakhali city,yes,19058.49,0
825.09,1,1,noakhali city,no,14181.87,1
423.5,1,1,lakshmipur city,no,6874.96,0
911.29,2,2,noakhali city,yes,18043.41,1
1026.45,3,3,raipur city,yes,17774.63,1
1059.14,3,2,feni city,yes,22113.0,0
1279.53,3,1,raipur city,yes,19149.46,3
1316.12,3,1,raipur city,yes,22302.55,2
1235.95,3,2,feni city,no,22453.11,2
1296.45,4,4,raipur city,yes,28085.31,2
629.01,1,1,feni city,yes,11454.67,0
1150.0,3,2,noakhali city,yes,22556.04,1
1460.96,4,4,noakhali city,yes,30000.0,1
993.25,2,2,noakhali city,yes,20805.51,2
1217.15,2,1,noakhali city,yes,22784.54,0
1209.81,3,1,lakshmipur city,no,29491.2,3
1206.2,3,1,feni city,no,22160.37,0
1328.62,2,2,noakhali city,yes,29274.68,1
1210.06,3,1,feni city,no,24748.92,3
1208.44,3,3,feni city,yes,25827.68,1
1538.84,5,3,feni city,yes,30000.0,1
1061.72,2,2,raipur city,yes,16147.02,1
1282.46,3,1,feni city,yes,19863.32,1
883.35,3,2,raipur city,yes,15622.16,2
1260.29,4,4,feni city,yes,30000.0,2
1487.43,4,4,raipur city,yes,30000.0,2
900.44,1,1,raipur city,yes,15184.56,1
1127.23,3,1,raipur city,no,16338.2,1
849.64,2,2,feni city,yes,19278.72,2
954.77,2,1,raipur city,no,13800.38,1
1349.42,4,4,lakshmipur city,yes,30000.0,2
1256.84,3,2,noakhali city,yes,29206.19,1
772.75,1,1,raipur city,no,10307.68,1
991.95,3,1,feni city,yes,24502.22,3
671.55,2,1,lakshmipur city,yes,19397.54,2
1117.6,2,2,noakhali city,yes,20159.67,0
1003.14,2,2,lakshmipur city,no,22369.15,1
1314.35,3,1,raipur city,yes,24816.16,3
1303.52,3,2,raipur city,yes,18684.97,1
706.2,1,1,noakhali city,yes,12279.21,1
1159.74,3,3,raipur city,yes,19281.19,3
1156.52,2,1,raipur city,yes,15188.48,2
1082.24,3,1,lakshmipur city,yes,23722.9,3
1303.45,4,4,raipur city,yes,23494.72,3
980.39,2,2,lakshmipur city,no,22720.21,1
686.39,1,1,noakhali city,yes,14637.13,0
1164.34,2,1,noakhali city,no,24667.11,1
1641.64,4,4,lakshmipur city,yes,30000.0,3
1116.11,3,3,feni city,no,20895.32,0
1240.22,4,1,noakhali city,yes,30000.0,3
1093.86,2,1,feni city,no,17240.7,2
706.42,1,1,raipur city,yes,8719.08,0
1343.79,3,3,raipur city,yes,20616.65,2
1155.62,3,2,lakshmipur city,yes,21506.99,1
1122.07,2,2,lakshmipur city,yes,19988.2,0
1389.33,4,1,raipur city,yes,20543.4,4
1179.73,4,1,lakshmipur city,no,25789.48,3
1378.89,5,1,noakhali city,no,25469.61,1
997.45,2,1,feni city,no,16540.3,1
1030.81,2,1,lakshmipur city,yes,23492.27,1
1076.7,2,1,raipur city,yes,16198.21,0
1095.06,2,1,noakhali city,yes,18684.4,0
1022.07,2,2,lakshmipur city,yes,18609.84,1
922.89,2,1,raipur city,no,12771.59,0
1355.34,3,1,noakhali city,yes,25608.84,2
1373.56,3,3,noakhali city,yes,30000.0,1
1503.88,5,2,lakshmipur city,yes,30000.0,3
1063.89,2,1,feni city,no,14351.09,0
1304.27,4,2,noakhali city,yes,30000.0,4
768.09,1,1,lakshmipur city,yes,11180.8,0
883.43,2,2,noakhali city,yes,18149.32,2
1599.12,5,1,feni city,no,30000.0,2
929.24,3,2,lakshmipur city,yes,23705.12,2
1165.06,3,2,lakshmipur city,no,24949.66,1
836.85,1,1,noakhali city,yes,16370.61,0
1682.56,5,3,noakhali city,yes,30000.0,1
1420.35,4,2,raipur city,yes,19094.56,0
1007.45,2,2,feni city,yes,21774.63,1
1408.27,3,1,noakhali city,yes,25228.19,1
1641.69,4,1,raipur city,yes,30000.0,4
1045.51,2,1,raipur city,yes,14151.65,1
1249.66,3,3,lakshmipur city,yes,30000.0,2
1326.55,3,2,feni city,no,20166.67,1
1432.49,4,2,raipur city,yes,25894.57,4
878.03,2,2,feni city,yes,18734.33,2
1386.68,4,2,raipur city,yes,27752.34,0
1199.39,5,3,raipur city,yes,26719.89,2
1084.41,2,1,raipur city,yes,18737.26,2
1063.74,2,1,noakhali city,no,18086.75,1
1196.94,3,1,feni city,no,25072.4,3
1123.24,3,2,lakshmipur city,yes,24029.17,3
1286.54,3,1,raipur city,yes,19613.26,2
1017.75,3,2,feni city,no,21551.36,2
1021.03,3,1,feni city,yes,17489.04,0
1118.2,3,2,raipur city,yes,17913.33,0
1011.63,3,2,feni city,yes,20677.83,0
1325.7,4,3,noakhali city,yes,28893.47,1
1491.98,4,1,feni city,yes,30000.0,3
973.74,2,1,lakshmipur city,no,22114.33,2
1043.55,2,1,noakhali city,yes,21855.08,2
1101.21,3,2,raipur city,,15196.78,0
505.34,1,1,feni city,no,7097.31,0
519.08,1,1,feni city,yes,12042.68,1
1371.12,3,1,lakshmipur city,yes,26524.27,0
953.9,2,2,feni city,yes,21176.29,2
1314.98,3,2,raipur city,yes,23359.08,2
829.6,1,1,raipur city,no,9591.73,0
1431.35,3,2,feni city,yes,30000.0,3
1386.09,3,2,feni city,yes,20812.46,2
1175.35,3,1,raipur city,yes,17538.98,3
822.65,1,1,lakshmipur city,yes,15474.23,0
1440.89,3,2,lakshmipur city,yes,22414.7,1
1299.48,3,3,feni city,yes,28344.57,1
1344.27,4,2,lakshmipur city,yes,23796.13,1
1030.95,1,1,raipur city,no,10993.14,1
1007.49,3,1,noakhali city,yes,19203.13,1
1102.82,3,3,lakshmipur city,yes,20446.9,0
1044.2,2,1,feni city,yes,13673.3,0
1328.69,4,1,lakshmipur city,yes,30000.0,1
1359.83,3,3,raipur city,yes,25359.59,1
856.02,2,2,lakshmipur city,no,15009.99,1
871.58,2,1,raipur city,yes,15381.73,2
1140.94,2,2,raipur city,yes,14372.03,0
1394.56,4,2,lakshmipur city,yes,30000.0,3
636.53,1,1,noakhali city,yes,16863.73,1
1390.94,4,2,feni city,yes,29510.79,3
941.56,2,2,feni city,yes,16867.43,2
817.97,2,1,feni city,yes,17833.58,2
1512.34,5,4,raipur city,yes,28474.59,5
1007.01,2,2,raipur city,no,15712.47,2
894.95,1,1,noakhali city,yes,17885.13,0
769.69,2,2,noakhali city,yes,22633.95,2
1208.24,3,1,raipur city,yes,16817.18,1
1344.72,4,1,feni city,no,19101.59,0
983.28,3,3,feni city,yes,20954.57,2
1266.74,3,3,lakshmipur city,yes,30000.0,3
1269.64,3,3,raipur city,yes,21016.45,1
1013.82,2,1,raipur city,yes,15843.87,0
882.86,2,1,noakhali city,yes,16306.5,0
1640.16,5,3,feni city,yes,30000.0,0
1128.69,3,3,raipur city,yes,24251.18,2
878.68,1,1,raipur city,yes,12427.51,0
1009.91,2,2,noakhali city,yes,19359.65,0
1282.87,3,1,feni city,yes,26155.43,3
837.51,2,1,raipur city,no,15916.85,1
952.61,2,2,lakshmipur city,no,17311.29,2
914.43,3,1,noakhali city,yes,23119.02,3
1426.92,3,2,feni city,yes,20897.59,1
868.21,1,1,lakshmipur city,yes,12574.06,1
1280.07,4,4,noakhali city,yes,30000.0,3
1263.43,3,2,lakshmipur city,no,23269.05,2
746.09,2,2,lakshmipur city,yes,16024.63,1
501.2,1,1,lakshmipur city,no,12124.46,1
803.0,1,1,noakhali city,yes,18990.05,1
847.99,2,2,raipur city,yes,15993.08,0
1494.03,4,1,feni city,yes,21916.81,0
1086.11,3,1,feni city,yes,19777.09,1
1444.84,4,4,noakhali city,yes,30000.0,4
1081.38,3,1,lakshmipur city,yes,22475.34,1
1170.49,2,2,feni city,yes,19806.94,2
931.25,2,1,lakshmipur city,no,15034.8,1
1022.92,3,1,noakhali city,yes,21005.68,0
1280.72,2,1,lakshmipur city,yes,18450.42,1
1082.13,2,2,raipur city,yes,16322.03,1
949.9,2,1,lakshmipur city,yes,21879.07,1
1008.5,3,1,lakshmipur city,yes,19441.38,1
1413.36,4,2,feni city,no,25509.84,3
651.22,2,1,lakshmipur city,yes,17639.4,2
682.76,1,1,noakhali city,no,12490.51,0
1046.5,2,2,feni city,no,16069.5,2
1190.08,2,2,noakhali city,no,24416.66,2
1189.38,3,3,feni city,yes,25448.68,2
763.0,2,1,raipur city,yes,14340.92,1
619.42,1,1,feni city,yes,12475.68,1
870.31,2,1,lakshmipur city,yes,16425.87,1
1052.81,4,3,raipur city,no,19110.96,0
1479.77,4,3,feni city,no,29945.65,0
1149.9,2,2,raipur city,yes,17962.56,1
957.54,2,1,noakhali city,yes,20528.3,0
995.47,2,1,feni city,yes,14497.96,1
1410.06,3,3,lakshmipur city,yes,26287.74,1
702.43,1,1,lakshmipur city,yes,10615.58,0
886.87,1,1,lakshmipur city,yes,14460.77,0
1168.41,2,2,raipur city,no,17336.02,2
1044.47,2,1,feni city,yes,18916.61,0
1641.77,5,1,lakshmipur city,yes,30000.0,3
1704.41,5,2,lakshmipur city,no,30000.0,5
1547.84,4,2,feni city,yes,30000.0,4
973.17,2,1,lakshmipur city,no,19446.46,1
1206.63,3,3,feni city,no,25339.42,2
1239.64,3,3,feni city,yes,27935.75,1
1395.77,3,3,lakshmipur city,yes,30000.0,2
1100.22,3,2,lakshmipur city,yes,26450.45,0
1185.47,3,3,feni city,yes,20378.74,0
794.98,1,1,lakshmipur city,yes,11437.6,0
1272.19,3,1,noakhali city,yes,25002.77,2
1277.93,3,3,lakshmipur city,yes,30000.0,2
986.42,2,2,raipur city,no,16655.63,2
1670.03,4,3,raipur city,yes,29806.71,1
1200.44,4,4,raipur city,yes,23111.45,2
965.84,2,2,raipur city,no,13577.35,1
1436.56,3,3,noakhali city,yes,30000.0,0
950.45,2,1,noakhali city,no,16924.71,2
1134.94,3,1,lakshmipur city,yes,27215.35,3
977.34,2,2,raipur city,yes,18760.37,1
1191.49,3,3,lakshmipur city,yes,28676.35,1
1326.37,3,3,raipur city,no,19342.45,0
1187.05,3,1,raipur city,yes,19050.1,2
1225.0,4,1,feni city,yes,29602.85,2
938.34,2,2,noakhali city,no,24541.32,1
1407.03,4,2,noakhali city,yes,30000.0,4
1102.2,3,1,noakhali city,yes,19287.55,0
1035.67,1,1,lakshmipur city,yes,17096.86,0
1374.13,4,2,feni city,yes,28425.91,3
983.58,3,2,raipur city,yes,19480.88,1
705.82,1,1,noakhali city,no,14858.48,0
1023.62,2,2,raipur city,yes,17890.36,0
1267.86,4,4,raipur city,yes,22893.1,4
978.81,2,2,feni city,yes,18033.45,0
1297.92,3,1,raipur city,yes,19945.35,2
829.01,1,1,raipur city,no,10245.22,1
983.72,2,1,noakhali city,yes,22890.58,0
1105.28,4,1,lakshmipur city,yes,27910.94,1
1331.96,3,2,feni city,no,22092.71,3
1536.07,4,2,noakhali city,yes,30000.0,4
978.82,3,3,lakshmipur city,yes,23242.64,2
1440.32,3,2,feni city,no,29690.35,2
1489.09,3,2,noakhali city,no,29474.57,2
1020.45,2,2,noakhali city,yes,25892.76,0
862.98,1,1,raipur city,no,10376.37,0
1094.0,3,1,lakshmipur city,yes,25495.61,2
957.5,2,1,lakshmipur city,yes,16709.58,0
1053.82,3,2,raipur city,yes,21140.28,1
898.77,2,2,lakshmipur city,yes,17465.73,2
1412.59,4,2,noakhali city,yes,30000.0,3
1329.11,3,3,lakshmipur city,no,25947.89,3
909.13,2,1,feni city,yes,13345.64,0
741.35,2,1,noakhali city,yes,16152.86,1
1393.85,3,1,lakshmipur city,yes,25571.98,3
851.87,2,2,raipur city,yes,14076.37,0
878.51,1,1,raipur city,yes,10571.11,1
1027.37,2,2,noakhali city,no,18068.8,0
1121.8,3,3,noakhali city,no,30000.0,3
1221.01,3,1,noakhali city,yes,23793.29,0
937.7,2,2,raipur city,yes,19427.86,1
1214.31,3,2,lakshmipur city,yes,30000.0,2
890.31,1,1,lakshmipur city,no,14861.7,0
1150.23,3,2,raipur city,yes,25188.79,2
786.58,1,1,noakhali city,yes,14838.16,1
782.04,1,1,raipur city,no,10431.23,0
1406.27,4,2,noakhali city,yes,30000.0,3
1028.91,3,3,noakhali city,yes,29401.06,1
1124.85,2,2,feni city,yes,18692.42,1
1192.91,3,1,lakshmipur city,yes,20935.73,0
1071.2,3,1,noakhali city,no,23856.53,2
1452.05,3,2,raipur city,no,18215.79,1
1008.43,2,2,noakhali city,yes,17607.34,0
1471.27,4,1,raipur city,no,22087.87,0
1306.6,4,4,feni city,yes,30000.0,1
1725.92,5,4,noakhali city,yes,30000.0,5
963.61,3,3,lakshmipur city,yes,24590.19,0
1422.62,5,2,lakshmipur city,yes,30000.0,0
1323.22,4,3,raipur city,no,22020.39,0
1411.54,4,2,raipur city,no,27607.15,1
827.28,2,2,raipur city,yes,15568.47,0
1299.29,3,3,feni city,yes,27763.96,3
1007.57,2,2,noakhali city,yes,22374.35,0
1312.81,3,2,noakhali city,yes,30000.0,3
1495.15,5,4,noakhali city,yes,30000.0,5
589.94,1,1,lakshmipur city,yes,14023.29,1
1020.01,2,2,noakhali city,yes,23011.31,0
1219.95,4,2,feni city,no,21865.88,2
1139.57,3,3,feni city,yes,25823.05,1
